Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNameFilterNullArrayArgument",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNameFilterNullListArgument",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,3,0,2,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNot",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,5,0,5,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testNullFilters",,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,12,1,8,2,2,4,1,4,7,1,6,3,3,3,1,2,,,,,0,,1,0,,0.17,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testOr",,,,,,,,,,,,,,,,,,,,,,,,,,2,36,6,30,7,27,0,17,2,0,25,27,7,20,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,0,49,10,39,6,34,1,12,8,1,28,32,6,26,4,4,4,1,3,,,,,0,,1,0,,0.03,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testPrefixCaseInsensitive",,,,,,,,,,,,,,,,,,,,,,,,,,1,52,8,43,3,37,9,8,16,1,29,34,3,31,5,5,5,1,4,,,,,0,,1,0,,0.21,5,5,5,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testSizeFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,54,4,48,11,41,2,13,8,1,31,37,11,26,4,4,4,1,1,,,,,0,,1,0,,0.04,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testSuffix",,,,,,,,,,,,,,,,,,,,,,,,,,0,47,8,39,6,34,1,13,8,1,26,30,6,24,4,4,4,1,3,,,,,0,,1,0,,0.03,4,4,4,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testSuffixCaseInsensitive",,,,,,,,,,,,,,,,,,,,,,,,,,1,50,8,41,3,35,5,8,16,1,27,32,3,29,5,5,5,1,4,,,,,0,,1,0,,0.12,5,5,5,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testTrue",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,5,0,4,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFilterTestCase.testWildcard",,,,,,,,,,,,,,,,,,,,,,,,,,4,73,13,60,7,58,0,14,8,1,52,56,7,49,4,4,4,1,3,,,,,0,,1,0,,0.00,4,4,4,1
Public Class,"org.apache.commons.io.filefilter.FileFilterUtils",1,1,1,1,15,0,4,11,1,30,0,,42,2,,,,1,0,43,55,0,1,0,42,,757,47,186,58,80,524,,,,65,126,56,70,,,,,,6,6,6,1,,1,3,,97,2.82,60,60,60,43
